permalink,name,category_list,status,country_code,founded_at,company_permalink,funding_round_type,funded_at,raised_amount_usd,main_sector
athersys,Athersys,Biotechnology,ipo,USA,01-01-1995,athersys,venture,23-03-2012,9000002.0,Cleantech / Semiconductors
athoc,AtHoc,Email,acquired,USA,01-01-2005,athoc,venture,21-06-2012,5600000.0,"News, Search and Messaging"
athos,Athos,Fashion,operating,USA,01-01-2012,athos,venture,12-08-2014,12200000.0,Entertainment
atieva,Atieva,Automotive,operating,USA,01-01-2007,atieva,venture,17-12-2009,7000000.0,Automotive & Sports
atigeo,Atigeo,Software,operating,USA,17-05-2005,atigeo,venture,19-02-2010,5387632.0,Others
ativa-medical,Ativa Medical,Biotechnology,operating,USA,01-01-2008,ativa-medical,venture,17-09-2015,15000000.0,Cleantech / Semiconductors
atlantis-components,Atlantis Components,Software,operating,USA,,atlantis-components,venture,21-09-2004,12500000.0,Others
atlantis-computing,Atlantis Computing,Enterprise Software,operating,USA,01-01-2006,atlantis-computing,venture,25-08-2010,10000000.0,Others
atlatl-software,Atlatl Software,Software,operating,USA,01-01-2012,atlatl-software,venture,28-08-2015,10000000.0,Others
atossa-genetics,Atossa Genetics,Biotechnology,ipo,USA,01-01-2009,atossa-genetics,venture,27-06-2011,6600000.0,Cleantech / Semiconductors
atreaon,Atreaon,Biotechnology,operating,USA,01-01-2010,atreaon,venture,27-10-2011,8000000.0,Cleantech / Semiconductors
atreca,Atreca,Biotechnology,operating,USA,01-01-2010,atreca,venture,25-09-2012,6000000.0,Cleantech / Semiconductors
atrenta,Atrenta,Software,acquired,USA,01-01-2001,atrenta,venture,04-06-2001,8000000.0,Others
atrenta,Atrenta,Software,acquired,USA,01-01-2001,atrenta,venture,05-08-2003,5300000.0,Others
atrenta,Atrenta,Software,acquired,USA,01-01-2001,atrenta,venture,30-12-2005,10000000.0,Others
atricure,AtriCure,Medical Devices,ipo,USA,01-11-2000,atricure,venture,01-01-2000,5000000.0,Health
atrua,Atrua Technologies,Mobile,acquired,USA,01-01-2000,atrua,venture,07-12-2006,9000000.0,"News, Search and Messaging"
atscale,AtScale,Analytics,operating,USA,01-01-2013,atscale,venture,23-06-2015,7000000.0,"Social, Finance, Analytics, Advertising"
attachstor,AttachSTOR,Information Technology,operating,USA,,attachstor,venture,08-09-2003,7500000.0,"Social, Finance, Analytics, Advertising"
attenex,Attenex,Software,acquired,USA,01-01-2000,attenex,venture,23-05-2005,5000000.0,Others
attivio,Attivio,Enterprise Software,operating,USA,01-08-2007,attivio,venture,19-01-2010,11000000.0,Others
attivio,Attivio,Enterprise Software,operating,USA,01-08-2007,attivio,venture,30-06-2008,12000000.0,Others
attivio,Attivio,Enterprise Software,operating,USA,01-08-2007,attivio,venture,01-09-2007,6200000.0,Others
attivo-networks,Attivo Networks,Network Security,operating,USA,01-01-2011,attivo-networks,venture,16-04-2015,8000000.0,Others
attributor,Attributor,SEO,acquired,USA,01-10-2005,attributor,venture,18-12-2006,10000000.0,"News, Search and Messaging"
attributor,Attributor,SEO,acquired,USA,01-10-2005,attributor,venture,02-04-2008,12000000.0,"News, Search and Messaging"
attune-foods,Attune Foods,Health and Wellness,operating,USA,01-01-2006,attune-foods,venture,21-12-2009,5000000.0,Health
atyr-pharma,aTyr Pharma,Biotechnology,ipo,USA,01-01-2005,atyr-pharma,venture,15-09-2009,12000000.0,Cleantech / Semiconductors
atyr-pharma,aTyr Pharma,Biotechnology,ipo,USA,01-01-2005,atyr-pharma,venture,18-04-2007,10500000.0,Cleantech / Semiconductors
auctionpay,AuctionPay,Auctions,acquired,USA,01-01-2002,auctionpay,venture,26-09-2006,5500000.0,"Social, Finance, Analytics, Advertising"
audiencescience,AudienceScience,Ad Targeting,operating,USA,01-01-2003,audiencescience,venture,10-04-2013,9228075.0,"Social, Finance, Analytics, Advertising"
audigence,Audigence,Biotechnology,operating,USA,01-01-2007,audigence,venture,26-07-2010,9500000.0,Cleantech / Semiconductors
audioaudit,AudioAudit,Business Services,acquired,USA,,audioaudit,venture,20-03-2003,15000000.0,"Social, Finance, Analytics, Advertising"
auditude,Auditude,Advertising,acquired,USA,01-01-1999,auditude,venture,11-03-2009,10555921.0,"Social, Finance, Analytics, Advertising"
auditude,Auditude,Advertising,acquired,USA,01-01-1999,auditude,venture,24-01-2011,11000000.0,"Social, Finance, Analytics, Advertising"
augmenix,Augmenix,Health Care,operating,USA,01-01-2008,augmenix,venture,23-07-2014,10800000.0,Health
augmenix,Augmenix,Health Care,operating,USA,01-01-2008,augmenix,venture,16-10-2009,6100000.0,Health
augmentix,Augmentix,Hardware + Software,operating,USA,01-01-2003,augmentix,venture,12-08-2005,8590000.0,Manufacturing
augury-systems,Augury,Big Data,operating,USA,01-08-2011,augury-systems,venture,26-08-2015,7000000.0,"Social, Finance, Analytics, Advertising"
august,August,Home Automation,operating,USA,29-11-2012,august,venture,19-11-2013,8000000.0,Cleantech / Semiconductors
aum-cardiovascular,AUM Cardiovascular,Biotechnology,operating,USA,01-01-2009,aum-cardiovascular,venture,10-07-2015,5000000.0,Cleantech / Semiconductors
aurasense-therapeutics,AuraSense Therapeutics,Biotechnology,operating,USA,01-01-2009,aurasense-therapeutics,venture,17-06-2014,13600000.0,Cleantech / Semiconductors
aurasense-therapeutics,AuraSense Therapeutics,Biotechnology,operating,USA,01-01-2009,aurasense-therapeutics,venture,23-10-2015,14798400.0,Cleantech / Semiconductors
aurasense-therapeutics,AuraSense Therapeutics,Biotechnology,operating,USA,01-01-2009,aurasense-therapeutics,venture,21-12-2011,5400000.0,Cleantech / Semiconductors
aurigo-software,Aurigo Software,Software,operating,USA,01-01-2003,aurigo-software,venture,21-11-2013,6320281.0,Others
aurora-biofuels,Aurora Biofuels,Clean Technology,operating,USA,01-01-2007,aurora-biofuels,venture,17-03-2010,15000000.0,Cleantech / Semiconductors
aurora-biofuels,Aurora Biofuels,Clean Technology,operating,USA,01-01-2007,aurora-biofuels,venture,24-01-2007,5000000.0,Cleantech / Semiconductors
aurora-flight-sciences,Aurora Flight Sciences,Hardware + Software,operating,USA,,aurora-flight-sciences,venture,03-10-2003,15000000.0,Manufacturing
aurora-pharmaceutical,Aurora Pharmaceutical,Biotechnology,operating,USA,01-01-2009,aurora-pharmaceutical,venture,23-11-2011,5045000.0,Cleantech / Semiconductors
aurrion,"Aurrion, Inc.",Semiconductors,operating,USA,01-01-2008,aurrion,venture,19-09-2014,11499995.0,Cleantech / Semiconductors
aushon-biosystems,Aushon BioSystems,Biotechnology,operating,USA,,aushon-biosystems,venture,16-11-2006,7780000.0,Cleantech / Semiconductors
aushon-biosystems,Aushon BioSystems,Biotechnology,operating,USA,,aushon-biosystems,venture,24-09-2012,5500000.0,Cleantech / Semiconductors
aushon-biosystems,Aushon BioSystems,Biotechnology,operating,USA,,aushon-biosystems,venture,26-11-2014,8013645.0,Cleantech / Semiconductors
auspex-pharmaceuticals,Auspex Pharmaceuticals,Biotechnology,acquired,USA,01-01-2001,auspex-pharmaceuticals,venture,30-07-2010,13825000.0,Cleantech / Semiconductors
auspex-pharmaceuticals,Auspex Pharmaceuticals,Biotechnology,acquired,USA,01-01-2001,auspex-pharmaceuticals,venture,13-10-2010,12000000.0,Cleantech / Semiconductors
austin-logistics-incorporated,Austin Logistics Incorporated,Analytics,operating,USA,01-01-1992,austin-logistics-incorporated,venture,28-10-2005,8000000.0,"Social, Finance, Analytics, Advertising"
auth0,Auth0,Identity,operating,USA,01-02-2013,auth0,venture,08-07-2015,9274955.0,Others
authentica,Authentica,Data Security,acquired,USA,01-01-1998,authentica,venture,10-02-2004,8000000.0,"Social, Finance, Analytics, Advertising"
authentidate-holding,Authentidate Holding,Software,ipo,USA,01-01-1985,authentidate-holding,venture,20-06-2013,6650000.0,Others
authentidate-holding,Authentidate Holding,Software,ipo,USA,01-01-1985,authentidate-holding,venture,20-10-2010,5000000.0,Others
authentix,Authentix,Security,operating,USA,,authentix,venture,29-09-2011,15000000.0,Others
authorgen,authorGEN,EdTech,operating,USA,24-05-2005,authorgen,venture,10-09-2007,8700000.0,Others
authoria,Peopleclick Authoria,Software,acquired,USA,01-01-1997,authoria,venture,27-07-2004,10500000.0,Others
autoamerica,AutoAmerica,Automotive,operating,USA,,autoamerica,venture,24-11-2014,8000000.0,Automotive & Sports
autogenomics,AutoGenomics,Biotechnology,ipo,USA,01-01-1999,autogenomics,venture,28-03-2007,12000000.0,Cleantech / Semiconductors
autogenomics,AutoGenomics,Biotechnology,ipo,USA,01-01-1999,autogenomics,venture,01-11-2001,5000000.0,Cleantech / Semiconductors
autogrid,Autogrid,Analytics,operating,USA,01-01-2011,autogrid,venture,27-01-2014,12750000.0,"Social, Finance, Analytics, Advertising"
autogrid,Autogrid,Analytics,operating,USA,01-01-2011,autogrid,venture,29-10-2012,9000000.0,"Social, Finance, Analytics, Advertising"
automated-insights,Automated Insights,Analytics,acquired,USA,01-06-2007,automated-insights,venture,30-06-2014,5500000.0,"Social, Finance, Analytics, Advertising"
automile-ab,Automile,Automotive,operating,USA,01-01-2013,automile-ab,venture,06-05-2015,5000000.0,Automotive & Sports
autopilot-2,Autopilot,Lead Management,operating,USA,13-02-2013,autopilot-2,venture,30-07-2015,7000000.0,Others
autopilot-2,Autopilot,Lead Management,operating,USA,13-02-2013,autopilot-2,venture,20-05-2014,10000000.0,Others
autotask,Autotask,Software,acquired,USA,01-01-2001,autotask,venture,20-06-2006,6000000.0,Others
auxogyn,"Progyny, Inc.",Health Care,operating,USA,01-01-2008,auxogyn,venture,16-09-2013,5525340.0,Health
avaak,Avaak,Electronics,acquired,USA,01-01-2004,avaak,venture,22-03-2010,10000000.0,Manufacturing
avaak,Avaak,Electronics,acquired,USA,01-01-2004,avaak,venture,03-10-2008,7000000.0,Manufacturing
availigent,Availigent,Software,operating,USA,01-01-1998,availigent,venture,17-07-2006,12200000.0,Others
avaki-now-sybase-sap,Avaki,Enterprise Software,acquired,USA,01-01-1998,avaki-now-sybase-sap,venture,24-10-2001,10000000.0,Others
avaki-now-sybase-sap,Avaki,Enterprise Software,acquired,USA,01-01-1998,avaki-now-sybase-sap,venture,04-06-2001,6000000.0,Others
avalanche-biotech,Avalanche Biotech,Biotechnology,ipo,USA,01-01-2006,avalanche-biotech,venture,26-11-2013,5653890.0,Cleantech / Semiconductors
avalanche-biotech,Avalanche Biotech,Biotechnology,ipo,USA,01-01-2006,avalanche-biotech,venture,07-09-2014,9999995.0,Cleantech / Semiconductors
avalanche-technology,Avalanche Technology,Flash Storage,operating,USA,01-01-2006,avalanche-technology,venture,23-01-2012,11500000.0,Others
avalanche-technology,Avalanche Technology,Flash Storage,operating,USA,01-01-2006,avalanche-technology,venture,01-04-2009,7500000.0,Others
avamar-technologies,Avamar Technologies,Software,acquired,USA,01-01-1999,avamar-technologies,venture,22-09-2004,15000000.0,Others
avamar-technologies,Avamar Technologies,Software,acquired,USA,01-01-1999,avamar-technologies,venture,15-04-2002,12000000.0,Others
avangate-bv,Avangate,Cloud Data Services,acquired,USA,01-01-2006,avangate-bv,venture,09-03-2011,5500000.0,"News, Search and Messaging"
avant-credit,Avant,Analytics,operating,USA,01-11-2012,avant-credit,venture,08-05-2013,9000000.0,"Social, Finance, Analytics, Advertising"
avantis-medical-systems,Avantis Medical Systems,Health Care,operating,USA,01-01-2004,avantis-medical-systems,venture,01-11-2006,12000000.0,Health
avaxia-biologics,Avaxia Biologics,Biotechnology,operating,USA,01-01-2005,avaxia-biologics,venture,07-06-2013,11500000.0,Cleantech / Semiconductors
avedro,Avedro,Health Care,operating,USA,01-01-2007,avedro,venture,06-01-2011,6300000.0,Health
avedro,Avedro,Health Care,operating,USA,01-01-2007,avedro,venture,29-04-2009,10000002.0,Health
avedro,Avedro,Health Care,operating,USA,01-01-2007,avedro,venture,09-05-2011,13000000.0,Health
avegant,Avegant,Audio,operating,USA,01-09-2012,avegant,venture,04-11-2014,9370000.0,Entertainment
aveksa,Aveksa,Enterprise Software,acquired,USA,01-01-2004,aveksa,venture,14-06-2006,6000000.0,Others
aveksa,Aveksa,Enterprise Software,acquired,USA,01-01-2004,aveksa,venture,23-01-2008,12000000.0,Others
aveksa,Aveksa,Enterprise Software,acquired,USA,01-01-2004,aveksa,venture,25-02-2009,10000000.0,Others
avelas-biosciences,Avelas Biosciences,Biotechnology,operating,USA,,avelas-biosciences,venture,09-01-2014,6800000.0,Cleantech / Semiconductors
avelas-biosciences,Avelas Biosciences,Biotechnology,operating,USA,,avelas-biosciences,venture,06-12-2012,7650000.0,Cleantech / Semiconductors
avelas-biosciences,Avelas Biosciences,Biotechnology,operating,USA,,avelas-biosciences,venture,10-09-2014,7400000.0,Cleantech / Semiconductors
avelle,Bag Borrow or Steal,E-Commerce,operating,USA,01-01-2004,avelle,venture,15-06-2007,15000000.0,Others
avenda-systems,Avenda Systems,Security,acquired,USA,01-01-2006,avenda-systems,venture,15-03-2008,5000000.0,Others
aventura,Aventura,Software,operating,USA,01-01-2007,aventura,venture,20-09-2011,13000000.0,Others
aventura,Aventura,Software,operating,USA,01-01-2007,aventura,venture,09-02-2015,14000000.0,Others
aveo-pharmaceuticals,AVEO Pharmaceuticals,Biotechnology,ipo,USA,01-01-2012,aveo-pharmaceuticals,venture,31-05-2011,7499997.0,Cleantech / Semiconductors
aver-informatics,"Aver, Inc",Analytics,operating,USA,04-06-2010,aver-informatics,venture,27-05-2014,8500000.0,"Social, Finance, Analytics, Advertising"
averail,Averail,Mobile,acquired,USA,01-01-2011,averail,venture,20-03-2012,6000000.0,"News, Search and Messaging"
avere-systems,Avere Systems,Web Hosting,operating,USA,01-01-2008,avere-systems,venture,14-09-2009,15000000.0,Others
avexis,AveXis,Biotechnology,operating,USA,,avexis,venture,09-01-2015,10000000.0,Cleantech / Semiconductors
avi-networks-inc,Avi Networks Inc,Analytics,operating,USA,01-01-2012,avi-networks-inc,venture,01-11-2012,12200000.0,"Social, Finance, Analytics, Advertising"
avia,AVIA,Health Care,operating,USA,01-01-2012,avia,venture,22-09-2014,6000000.0,Health
aviacode,Aviacode,Enterprise Software,operating,USA,01-01-1999,aviacode,venture,05-03-2013,12500000.0,Others
aviaradx,AviaraDx,Diagnostics,operating,USA,,aviaradx,venture,25-01-2008,8000000.0,Health
aviary,Aviary,Apps,acquired,USA,01-01-2007,aviary,venture,26-10-2009,7000000.0,"News, Search and Messaging"
aviary,Aviary,Apps,acquired,USA,01-01-2007,aviary,venture,27-06-2012,6000000.0,"News, Search and Messaging"
aviatrix,Aviatrix,Enterprise Software,operating,USA,01-01-2014,aviatrix,venture,10-09-2015,10000000.0,Others
avid-radiopharmaceuticals,Avid Radiopharmaceuticals,Biotechnology,acquired,USA,01-01-2005,avid-radiopharmaceuticals,venture,05-01-2006,8900000.0,Cleantech / Semiconductors
avidity-nanomedicines,Avidity NanoMedicines,Biotechnology,operating,USA,01-01-2012,avidity-nanomedicines,venture,07-10-2014,6000000.0,Cleantech / Semiconductors
avidity-nanomedicines,Avidity NanoMedicines,Biotechnology,operating,USA,01-01-2012,avidity-nanomedicines,venture,18-02-2014,9067850.0,Cleantech / Semiconductors
aviso-inc,"Aviso, Inc.",B2B,operating,USA,01-03-2012,aviso-inc,venture,30-04-2014,8000000.0,"Social, Finance, Analytics, Advertising"
aviso-inc,"Aviso, Inc.",B2B,operating,USA,01-03-2012,aviso-inc,venture,09-04-2015,15000000.0,"Social, Finance, Analytics, Advertising"
avitide,Avitide,Biotechnology,operating,USA,01-01-2012,avitide,venture,06-08-2015,7600000.0,Cleantech / Semiconductors
avnera,Avnera,Audio,operating,USA,01-01-2004,avnera,venture,13-11-2009,8062941.0,Entertainment
avnera,Avnera,Audio,operating,USA,01-01-2004,avnera,venture,30-11-2010,11000029.0,Entertainment
avnera,Avnera,Audio,operating,USA,01-01-2004,avnera,venture,15-01-2010,10000000.0,Entertainment
avnera,Avnera,Audio,operating,USA,01-01-2004,avnera,venture,11-08-2006,12000000.0,Entertainment
avnera,Avnera,Audio,operating,USA,01-01-2004,avnera,venture,01-09-2007,14700000.0,Entertainment
avnera,Avnera,Audio,operating,USA,01-01-2004,avnera,venture,01-10-2005,7600000.0,Entertainment
avnera,Avnera,Audio,operating,USA,01-01-2004,avnera,venture,01-06-2004,7700000.0,Entertainment
avvo,Avvo,Legal,operating,USA,01-06-2007,avvo,venture,01-04-2007,10000000.0,Others
avvo,Avvo,Legal,operating,USA,01-06-2007,avvo,venture,17-03-2010,10000000.0,Others
awareness,AwarenessHub,Information Technology,acquired,USA,01-01-2014,awareness,venture,23-07-2007,7000000.0,"Social, Finance, Analytics, Advertising"
awareness,AwarenessHub,Information Technology,acquired,USA,01-01-2014,awareness,venture,05-02-2010,9948190.0,"Social, Finance, Analytics, Advertising"
awarepoint,Awarepoint,Software,operating,USA,01-01-2002,awarepoint,venture,07-12-2010,9000000.0,Others
awarepoint,Awarepoint,Software,operating,USA,01-01-2002,awarepoint,venture,04-06-2012,14000000.0,Others
awarepoint,Awarepoint,Software,operating,USA,01-01-2002,awarepoint,venture,17-02-2010,10000000.0,Others
awhere,aWhere,Software,operating,USA,01-01-2007,awhere,venture,08-09-2014,7000000.0,Others
awr-corporation,AWR Corporation,Software,acquired,USA,23-07-1994,awr-corporation,venture,09-02-2006,6400000.0,Others
awr-corporation,AWR Corporation,Software,acquired,USA,23-07-1994,awr-corporation,venture,29-07-2002,7400000.0,Others
axceler,Axceler,Enterprise Software,acquired,USA,01-01-1994,axceler,venture,17-05-2006,12000000.0,Others
axcient,Axcient,Archiving,operating,USA,01-01-2006,axcient,venture,01-10-2012,5000000.0,"News, Search and Messaging"
axcient,Axcient,Archiving,operating,USA,01-01-2006,axcient,venture,01-09-2008,6000000.0,"News, Search and Messaging"
axcient,Axcient,Archiving,operating,USA,01-01-2006,axcient,venture,14-07-2010,10000000.0,"News, Search and Messaging"
axeda,Axeda,Enterprise Software,acquired,USA,01-01-2000,axeda,venture,26-10-2009,5000000.0,Others
axentis-software,Axentis Software,Software,operating,USA,01-01-1999,axentis-software,venture,30-01-2006,9000000.0,Others
axial-healthcare,Axial Healthcare,Health and Wellness,operating,USA,01-01-2012,axial-healthcare,venture,14-07-2015,8000012.0,Health
axialmarket,Axial,Marketplaces,operating,USA,01-05-2009,axialmarket,venture,12-08-2014,11000000.0,Others
axialmarket,Axial,Marketplaces,operating,USA,01-05-2009,axialmarket,venture,17-05-2012,6500000.0,Others
axikin-pharmaceuticals,Axikin Pharmaceuticals,Biotechnology,operating,USA,,axikin-pharmaceuticals,venture,30-09-2015,6500000.0,Cleantech / Semiconductors
axiom8-inc-,"Axiom8, Inc.",Financial Services,operating,USA,01-01-1999,axiom8-inc-,venture,01-05-2000,10000000.0,"Social, Finance, Analytics, Advertising"
axiomed-spine,AxioMed Spine,Health Care,operating,USA,01-01-2001,axiomed-spine,venture,19-07-2010,9529987.0,Health
axiomed-spine,AxioMed Spine,Health Care,operating,USA,01-01-2001,axiomed-spine,venture,25-10-2010,15000000.0,Health
axiomed-spine,AxioMed Spine,Health Care,operating,USA,01-01-2001,axiomed-spine,venture,17-11-2009,6427016.0,Health
axiomed-spine,AxioMed Spine,Health Care,operating,USA,01-01-2001,axiomed-spine,venture,22-05-2012,5000000.0,Health
axium-nanofibers,Axium Nanofibers,Nanotechnology,operating,USA,01-01-2010,axium-nanofibers,venture,06-06-2012,5189677.0,Cleantech / Semiconductors
axogen,AxoGen,Biotechnology,ipo,USA,01-01-2002,axogen,venture,17-12-2007,12100000.0,Cleantech / Semiconductors
axsun-technologies,AXSUN Technologies,Hardware + Software,operating,USA,01-01-1998,axsun-technologies,venture,07-11-2006,15000000.0,Manufacturing
axtria,Axtria,Analytics,operating,USA,16-11-2009,axtria,venture,06-01-2015,5600750.0,"Social, Finance, Analytics, Advertising"
ayasdi,Ayasdi,Analytics,operating,USA,01-01-2008,ayasdi,venture,16-01-2013,10000000.0,"Social, Finance, Analytics, Advertising"
ayla-networks,Ayla Networks,Hardware + Software,operating,USA,01-01-2010,ayla-networks,venture,30-04-2014,14500000.0,Manufacturing
ayla-networks,Ayla Networks,Hardware + Software,operating,USA,01-01-2010,ayla-networks,venture,01-01-2012,5500000.0,Manufacturing
ayla-networks,Ayla Networks,Hardware + Software,operating,USA,01-01-2010,ayla-networks,venture,05-06-2013,5400000.0,Manufacturing
aylus-networks,Aylus Networks,Mobile,operating,USA,01-01-2005,aylus-networks,venture,28-10-2009,5700000.0,"News, Search and Messaging"
aylus-networks,Aylus Networks,Mobile,operating,USA,01-01-2005,aylus-networks,venture,01-01-2005,10000000.0,"News, Search and Messaging"
aylus-networks,Aylus Networks,Mobile,operating,USA,01-01-2005,aylus-networks,venture,13-06-2007,15000000.0,"News, Search and Messaging"
azalea-networks,Azalea Networks,Mobile,acquired,USA,01-01-2005,azalea-networks,venture,16-04-2008,15000000.0,"News, Search and Messaging"
azaleos,Azaleos,Enterprise Software,acquired,USA,11-05-2004,azaleos,venture,06-11-2007,10000000.0,Others
azaleos,Azaleos,Enterprise Software,acquired,USA,11-05-2004,azaleos,venture,13-04-2009,5000297.0,Others
azimuth-systems,Azimuth Systems,Telecommunications,operating,USA,01-01-2002,azimuth-systems,venture,10-11-2003,12900000.0,Others
azimuth-systems,Azimuth Systems,Telecommunications,operating,USA,01-01-2002,azimuth-systems,venture,22-09-2004,10500000.0,Others
azimuth-systems,Azimuth Systems,Telecommunications,operating,USA,01-01-2002,azimuth-systems,venture,12-12-2006,7500000.0,Others
aztek-networks,Aztek Networks,Web Hosting,acquired,USA,,aztek-networks,venture,09-09-2009,10049949.0,Others
aztek-networks,Aztek Networks,Web Hosting,acquired,USA,,aztek-networks,venture,13-08-2010,6000000.0,Others
aztek-networks,Aztek Networks,Web Hosting,acquired,USA,,aztek-networks,venture,22-08-2007,7500000.0,Others
aztek-networks,Aztek Networks,Web Hosting,acquired,USA,,aztek-networks,venture,19-09-2006,6600000.0,Others
aztherapies,AZTherapies,Fitness,operating,USA,01-01-2011,aztherapies,venture,05-01-2015,6110000.0,Health
azuki,Azuki Systems,Enterprise Software,acquired,USA,01-01-2008,azuki,venture,05-05-2009,6000000.0,Others
azuki,Azuki Systems,Enterprise Software,acquired,USA,01-01-2008,azuki,venture,01-09-2007,6000000.0,Others
azuki,Azuki Systems,Enterprise Software,acquired,USA,01-01-2008,azuki,venture,25-01-2012,5100000.0,Others
azuqua,Azuqua,Cloud Management,operating,USA,01-01-2011,azuqua,venture,08-10-2014,5000000.0,"News, Search and Messaging"
azuray-technologies,Azuray Technologies,Semiconductors,operating,USA,01-01-2007,azuray-technologies,venture,28-06-2010,5000000.0,Cleantech / Semiconductors
azuro,Azuro,Semiconductors,acquired,USA,01-01-2002,azuro,venture,01-01-2006,9000000.0,Cleantech / Semiconductors
b-hive-networks,B-hive Networks,Finance,acquired,USA,01-01-2005,b-hive-networks,venture,25-08-2006,7000000.0,"Social, Finance, Analytics, Advertising"
b-there-com,B-there.com,Event Management,operating,USA,,b-there-com,venture,22-03-2001,6500000.0,Entertainment
b3-bio,b3 bio,Biotechnology,operating,USA,01-01-2007,b3-bio,venture,28-10-2010,5701120.0,Cleantech / Semiconductors
ba-insight,BA Insight,Enterprise Search,operating,USA,01-01-2004,ba-insight,venture,20-09-2010,6000000.0,"News, Search and Messaging"
bacchus-vascular,Bacchus Vascular,Electronics,acquired,USA,01-01-1999,bacchus-vascular,venture,01-06-2001,5700000.0,Manufacturing
bacchus-vascular,Bacchus Vascular,Electronics,acquired,USA,01-01-1999,bacchus-vascular,venture,17-04-2007,6500000.0,Manufacturing
backblaze,Backblaze,Software,operating,USA,01-02-2007,backblaze,venture,25-07-2012,5000000.0,Others
backjoy,Backjoy,Beauty,operating,USA,01-01-2005,backjoy,venture,23-12-2014,8671127.0,Health
backops,BackOps,Accounting,operating,USA,01-01-2010,backops,venture,11-07-2013,7000000.0,"Social, Finance, Analytics, Advertising"
backplane,Backplane,Apps,operating,USA,26-01-2011,backplane,venture,16-02-2012,12100000.0,"News, Search and Messaging"
backupify,Backupify,Enterprise Software,acquired,USA,01-11-2008,backupify,venture,08-09-2011,5000000.0,Others
backupify,Backupify,Enterprise Software,acquired,USA,01-11-2008,backupify,venture,11-07-2012,9000000.0,Others
bacterial-barcodes,Bacterial Barcodes,Biotechnology,acquired,USA,,bacterial-barcodes,venture,12-02-2003,6000000.0,Cleantech / Semiconductors
bacterioscan,Bacterioscan,Biotechnology,operating,USA,01-01-2004,bacterioscan,venture,20-05-2013,5720000.0,Cleantech / Semiconductors
bacterioscan,Bacterioscan,Biotechnology,operating,USA,01-01-2004,bacterioscan,venture,26-08-2014,5000000.0,Cleantech / Semiconductors
bacterioscan,Bacterioscan,Biotechnology,operating,USA,01-01-2004,bacterioscan,venture,10-12-2014,6000000.0,Cleantech / Semiconductors
badgeville,Badgeville,Enterprise Software,operating,USA,27-09-2010,badgeville,venture,12-07-2011,12200000.0,Others
baebies,Baebies,Medical Devices,operating,USA,01-01-2013,baebies,venture,28-07-2015,13000000.0,Health
bakbone-software,Bakbone Software,Security,acquired,USA,01-09-1997,bakbone-software,venture,17-04-2003,15000000.0,Others
bakbone-software,Bakbone Software,Security,acquired,USA,01-09-1997,bakbone-software,venture,26-05-2009,7813005.0,Others
balihoo,Balihoo,Advertising,operating,USA,01-01-2004,balihoo,venture,06-09-2013,5000000.0,"Social, Finance, Analytics, Advertising"
balihoo,Balihoo,Advertising,operating,USA,01-01-2004,balihoo,venture,25-08-2009,7000000.0,"Social, Finance, Analytics, Advertising"
balihoo,Balihoo,Advertising,operating,USA,01-01-2004,balihoo,venture,12-01-2012,5000000.0,"Social, Finance, Analytics, Advertising"
bambeco,Bambeco,Curated Web,operating,USA,01-01-2008,bambeco,venture,04-06-2012,5674769.0,"News, Search and Messaging"
bancbox,Finxera,Enterprise Software,operating,USA,01-01-2008,bancbox,venture,20-04-2009,6000000.0,Others
bandpage,Bandpage,Content Delivery,operating,USA,01-09-2009,bandpage,venture,30-03-2014,9300000.0,Entertainment
bandsintown-group,Bandsintown Group,Apps,operating,USA,01-01-2004,bandsintown-group,venture,01-03-2007,10000000.0,"News, Search and Messaging"
bandspeed,Bandspeed,Mobile,operating,USA,01-01-1998,bandspeed,venture,19-07-2007,8000000.0,"News, Search and Messaging"
bang-networks,Bang Networks,Automated Kiosk,operating,USA,01-01-1999,bang-networks,venture,05-11-2001,14000000.0,Automotive & Sports
banjo,Banjo,Android,operating,USA,22-06-2011,banjo,venture,01-08-2010,5000000.0,"Social, Finance, Analytics, Advertising"
banksimple,Simple,Banking,acquired,USA,01-01-2009,banksimple,venture,10-08-2011,10000000.0,"Social, Finance, Analytics, Advertising"
banyan-biomarkers,Banyan Biomarkers,Biotechnology,operating,USA,01-01-2002,banyan-biomarkers,venture,20-06-2013,6000000.0,Cleantech / Semiconductors
bark---co,Bark & Co,Pets,operating,USA,01-01-2011,bark---co,venture,11-07-2014,15000000.0,Health
barkbox,BarkBox,Pets,operating,USA,01-01-2011,barkbox,venture,09-04-2013,5000000.0,Health
barkbox,BarkBox,Pets,operating,USA,01-01-2011,barkbox,venture,11-07-2014,15000000.0,Health
barofold,BaroFold,Biotechnology,operating,USA,01-01-2003,barofold,venture,29-05-2007,12000000.0,Cleantech / Semiconductors
baronova,BAROnova,Health Care,operating,USA,01-01-2006,baronova,venture,23-10-2008,7500000.0,Health
baronova,BAROnova,Health Care,operating,USA,01-01-2006,baronova,venture,01-01-2006,6500000.0,Health
barosense,Barosense,Biotechnology,acquired,USA,01-01-2001,barosense,venture,01-01-2006,6200000.0,Cleantech / Semiconductors
barracuda-networks,Barracuda Networks,Communications Hardware,ipo,USA,01-01-2003,barracuda-networks,venture,08-10-2009,5610000.0,Manufacturing
